업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),
용역,20200525159-01,취소,[1권역] 고기초 외 13교 2020년 배수로 청소용역,경기도용인교육청,경기도용인교육청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 17:13(2020/05/26 10:00),
용역,20200525366-00,일반,오남읍사무소 일원 도시계획도로 선형개량공사 실시설계용역,경기도 남양주시,경기도 남양주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 17:12(2020/05/26 10:00),
용역,20200525357-00,일반,영상정보 등 통합서비스 체계 구축,국토교통부 국토지리정보원,국토교통부 국토지리정보원,일반(총액)협상에의한계약,2020/05/20 17:10(2020/06/01 10:00),
용역,20200524484-00,일반,경기도의료원 수원병원 병원시설 환경개선,경기도의료원,경기도의료원,제한경쟁,2020/05/20 17:10(2020/05/29 10:00),
용역,20200523988-01,취소,금마면사무소 옆길~서동공원간 도시관리계획(변경) 결정용역,전라북도 익산시,전라북도 익산시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 17:09(2020/05/26 14:00),
용역,20200520884-01,변경,주택건설공사 감리자(건축) 모집 공고(밀양 내이동 e-편한세상 신축공사),경상남도 밀양시,경상남도 밀양시,일반경쟁,2020/05/20 17:08(2020/05/28 12:00),
용역,20200525291-01,변경,재택근무제 활성화를 위한 정책 연구 및 종합 매뉴얼 마련 연구용역,고용노동부,고용노동부,일반(총액)협상에의한계약,2020/05/20 17:08(-),
용역,20200525281-00,일반,2020년 상반기 도로시설물 세척 용역,경기도 군포시,경기도 군포시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 17:08(2020/05/26 14:00),
용역,20200525353-00,일반,청안지구 대구획경지정리사업 소규모환경영향평가 용역,한국농어촌공사 충북지역본부,한국농어촌공사 충북지역본부,제한경쟁,2020/05/20 17:08(2020/05/27 10:00),
용역,20200525342-00,일반,부산박물관 문화재 안내판 정비사업 용역,부산광역시 시립박물관,부산광역시 시립박물관,수의(총액)소액수의,2020/05/20 17:07(2020/05/26 10:00),
용역,20200525264-00,일반,2020년 대동지역 도로변 예초 및 제초 용역(단가계약),경기도 군포시,경기도 군포시,수의(단가)소액-견적입찰(2인 이상 견적 제출),2020/05/20 17:06(2020/05/26 14:00),
용역,20200523139-00,일반,선거전용통신망 구축 사업(2021-2026년),조달청 서울지방조달청,중앙선거관리위원회,일반(총액)협상에의한계약,2020/05/20 17:06(2020/06/30 10:00),
용역,20200524494-00,일반,경기도의료원 포천병원 병원시설 환경개선사업,경기도의료원,경기도의료원,제한경쟁,2020/05/20 17:05(2020/05/29 10:00),
용역,20200511525-01,변경,차세대 글로벌 물류기술 통합정보시스템 개발 및 운영,한국해양수산개발원,한국해양수산개발원,일반(총액)협상에의한계약,2020/05/20 17:05(-),
용역,20200525350-00,일반,[학술연구] 국가 바이오 빅데이터 구축사업을 위한 검체 자원화,보건복지부 질병관리본부,보건복지부 질병관리본부,일반(총액)협상에의한계약,2020/05/20 17:05(2020/05/29 10:00),
용역,2001812-00,일반,주민만족도 조사를 위한 홍보 및 지원 용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/20 17:05(2020/06/01 16:00),
용역,20200524780-00,긴급,국가핵심기술 종합관리시스템 구축,조달청 서울지방조달청,사단법인 한국산업기술보호협회,제한(총액)협상에의한계약,2020/05/20 17:04(2020/06/02 10:00),
용역,20200525316-00,일반,구례읍 도시재생 뉴딜사업 주민역량강화 용역,전라남도 구례군,전라남도 구례군,일반(총액)협상에의한계약,2020/05/20 17:03(-),
용역,20200525334-00,일반,2020년 옹진 장봉도 주변해역 해양폐기물 정화사업,해양환경공단,해양환경공단,제한(총액),2020/05/20 17:02(2020/05/28 10:00),
용역,20200523947-00,긴급,머신러닝 기반 간편 주소관리 서비스,조달청 서울지방조달청,한국정보화진흥원,수의(총액),2020/05/20 17:02(2020/05/27 12:00),
용역,20200525267-01,변경,도암호 유역 비점오염원관리지역 관리대책 시행계획 수립 연구 용역,강원도,강원도,제한(총액)협상에의한계약,2020/05/20 17:00(-),
용역,B5202001637-01,변경,양양지역 통합 지하수 기초조사,한국수자원공사,한국수자원공사 한강경영처,일반경쟁,2020/05/20 17:00(2020/07/01 13:00),
용역,B5202001638-00,일반,단양지역 통합 지하수 기초조사,한국수자원공사,한국수자원공사 한강경영처,일반경쟁,2020/05/20 17:00(2020/07/01 13:00),
용역,K20S083000-00,일반,구.고리2발사옥 석면폐기물 처리용역,한국수력원자력주식회사,한국수력원자력(주) 고리원자력본부,일반(총액),2020/05/20 17:00(2020/05/28 12:00),
용역,U20S078000-01,변경,"[정정공고] 한울5,6호기 구조물 특별점검 및 O/H 관련 점검용역",한국수력원자력주식회사,한국수력원자력(주) 한울원자력본부,일반(총액),2020/05/20 17:00(2020/06/23 11:00),
용역,U20S083000-00,일반,2020년 한울본부와 함께하는 클래식 크로스오버 콘서트대행 용역,한국수력원자력주식회사,한국수력원자력(주) 한울원자력본부,일반(총액),2020/05/20 17:00(2020/06/01 15:00),
용역,W20S075000-00,일반,2020년 월성원자력본부 주변 환경방사능 조사 용역,한국수력원자력주식회사,한국수력원자력(주) 월성원자력본부,일반(총액),2020/05/20 17:00(2020/05/28 09:30),
용역,H20S020000-00,일반,"2020, 2021년 상반기 KHNP 시니어 미래설계 지원 프로그램 용역",한국수력원자력주식회사,한국수력원자력(주) 관리본부,일반(총액),2020/05/20 17:00(2020/06/30 14:00),
용역,20200525317-00,일반,기능연속성계획(COOP) 구축 및 재해경감 우수기업 인증 용역,(주)한국가스기술공사,(주)한국가스기술공사,제한(총액)협상에의한계약,2020/05/20 16:57(2020/06/01 10:00),
용역,20200525295-00,일반,2020년 숲해설 프로그램 위탁운영,경기도 남양주시,경기도 남양주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:56(2020/05/26 10:00),
용역,20200525257-01,변경,농어촌도 법성201호선(신산~장북간) 도로확포장공사 건설폐기물처리용역,전라남도 영광군,전라남도 영광군,제한(총액),2020/05/20 16:55(2020/05/26 17:00),
용역,20200525312-00,일반,통합운영센터 설계 및 프로토타입 구축 용역,한국공항공사,한국공항공사,일반(총액)협상에의한계약,2020/05/20 16:55(2020/06/15 10:00),
용역,20200525313-00,일반,2020년 창녕 관룡사 대웅전 모니터링 용역,경상남도 창녕군,경상남도 창녕군,수의(총액)소액수의,2020/05/20 16:54(2020/05/26 12:00),
용역,20200525315-00,일반,균형발전종합정보시스템 연계를 위한 국가균형발전위원회 홈페이지 개편,한국산업기술평가관리원,한국산업기술평가관리원,제한(총액)협상에의한계약,2020/05/20 16:54(-),
용역,20200525247-01,변경,오석산정신요양원 기능보강사업 기본 및 실시설계용역,충청남도 부여군,충청남도 부여군,제한경쟁,2020/05/20 16:54(2020/05/26 10:00),
용역,20200525249-00,일반,2021학년도 온라인 입시홍보 대행용역,아이씨티폴리텍(ICTPolytech)대학,아이씨티폴리텍(ICTPolytech)대학,제한(총액),2020/05/20 16:52(2020/06/01 12:00),
용역,20200524847-00,일반,산업 농공단지 통근버스 임차 지원 용역,경상남도 거창군,경상남도 거창군,제한(단가),2020/05/20 16:52(2020/05/26 10:00),
용역,20200525299-00,긴급,화학산업 현황 분석 및 경쟁력 강화방안 수립 연구,산업통상자원부,산업통상자원부,일반(총액)협상에의한계약,2020/05/20 16:51(-),
용역,20200525208-01,취소,2020년 옹진 장봉도 주변해역 해양폐기물 정화사업,해양환경공단,해양환경공단,제한(총액),2020/05/20 16:51(2020/05/28 10:00),
용역,20200525244-00,일반,운행선 차단시간내 급속 분기선로 시공시 선로선형 및 시설물 관련규정 인터페이스 검토,한국철도기술연구원,한국철도기술연구원,일반(총액)규격가격동시,2020/05/20 16:51(2020/05/25 14:00),
용역,20200525158-00,일반,2020년 청소년 노동인권 온라인 교육자료 및 강의 제작,재단법인 경기도평생교육진흥원,재단법인 경기도평생교육진흥원,제한(총액)협상에의한계약,2020/05/20 16:51(2020/06/01 10:00),
용역,20200525293-00,일반,2020년도 온라인교육 위탁운영,전남대학교병원,전남대학교병원,제한(총액)협상에의한계약,2020/05/20 16:50(-),
용역,20200475-01,일반,남부발전 발전제어IT 설비 유지보수 용역,한전KDN(주),한전KDN(주),제한(총액)규격가격동시,2020/05/20 16:49(2020/05/26 11:00),
용역,20200525294-00,일반,건축설계 일반설계공모(행복도시 어울림 플랫폼 흥해공공도서관 건립),경상북도 포항시,경상북도 포항시,일반경쟁,2020/05/20 16:48(2020/06/01 14:00),
용역,20200518531-01,취소,"2020년 학교폭력예방교육 핵심강사 연수 급식,시설 임차",한국교원대학교 종합교육연수원,한국교원대학교 종합교육연수원,제한(총액)규격가격동시,2020/05/20 16:48(2020/05/21 10:00),
용역,20200525016-01,변경,양주시도시환경사업소 증축공사 기본 및 실시설계용역,경기도 양주시,경기도 양주시,제한경쟁,2020/05/20 16:48(2020/05/28 10:00),
용역,20200525288-00,일반,강동 안계~다산간 도로개설공사 폐기물 처리 용역,경상북도 경주시,경상북도 경주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:47(2020/05/27 10:00),
용역,20200525277-00,일반,위생도기류 교체 및 욕조철거공사 건설폐기물 처리용역(신정양천 외 2개단지),서울주택도시공사,서울주택도시공사,제한(총액),2020/05/20 16:44(2020/06/01 12:00),
용역,20200525276-00,일반,2020년 전라남도 문화·콘텐츠 창작 공간 실태 연구조사 용역,재단법인전라남도정보문화산업진흥원,재단법인전라남도정보문화산업진흥원,제한(총액)협상에의한계약,2020/05/20 16:43(2020/06/03 10:00),
용역,20200523096-00,긴급,2020년 5G기반 스마트 스포츠체험실 콘텐츠 제작·운영 용역,서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단,제한(총액)협상에의한계약,2020/05/20 16:40(2020/06/02 11:00),
용역,20200525260-00,일반,강동 안계~다산간 도로개설공사 폐기물 운반 용역,경상북도 경주시,경상북도 경주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:39(2020/05/27 10:00),
용역,20200525262-00,긴급,국도31호선 청송군 진보면 이촌리-진안리 도로정비공사 건설폐기물 처리용역,국토교통부 부산지방국토관리청 포항국토관리사무소,국토교통부 부산지방국토관리청 포항국토관리사무소,수의(총액)소액수의,2020/05/20 16:38(2020/05/25 10:00),
용역,20200519757-01,취소,성당중학교 외 1교(신서초) 정밀점검 용역,대구광역시교육청 대구광역시남부교육지원청,대구광역시교육청 대구광역시남부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:37(2020/05/22 10:00),
용역,202005200206-00,일반,기록물관리 분류체계 정비 및 전수조사 용역(긴급),(주)강원랜드,강원랜드,제한(총액)협상에의한계약,2020/05/20 16:36(2020/06/16 15:00),
용역,20200525243-00,일반,자연재해위험개선지구 정비공사(숭오) 건설폐기물 처리용역 전자입찰 공고,경상북도 칠곡군,경상북도 칠곡군,제한(총액),2020/05/20 16:36(2020/05/28 10:00),
용역,20200525240-00,긴급,철도종합시험운행 시설물검증 등 기준개선 연구,국토교통부,국토교통부,일반(총액)협상에의한계약,2020/05/20 16:36(2020/05/26 10:00),
용역,20200525232-00,일반,부산도시철도 레일 운송 용역,부산교통공사,부산교통공사,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:35(2020/05/27 10:00),
용역,20200525234-00,일반,성전 월남·송학 및 작천 구상지구 마을하수도 정비사업 건설사업관리 용역(지명경쟁),전라남도 강진군,전라남도 강진군,지명경쟁,2020/05/20 16:35(2020/05/28 10:00),
용역,20200525230-00,긴급,520블록 외 2개소 아단어린이공원 노후관교체공사 건설폐기물 운반 및 처리용역,인천광역시 상수도사업본부,인천광역시 상수도사업본부 남동부수도사업소,제한(총액),2020/05/20 16:35(2020/05/26 10:00),
용역,20200525209-00,긴급,2020년 민간해양구조대원 단체상해보험,(사)한국해양구조협회,(사)한국해양구조협회,일반(총액),2020/05/20 16:34(2020/05/25 16:00),
용역,20200525071-00,일반,한국수어 사전 시스템 고도화,조달청 서울지방조달청,문화체육관광부 국립국어원,수의(총액),2020/05/20 16:32(2020/05/26 11:00),
용역,20200524357-00,일반,선학초 외 1교(석정여고) 옥상방수공사 건설폐기물처리용역 수의계약 견적제출 안내공고,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:32(2020/05/26 10:00),
용역,20200523341-00,일반,특정대기유해물질 배출원조사 및 배출계수 개발(Ⅱ),조달청 인천지방조달청,환경부 국립환경과학원,수의(총액),2020/05/20 16:32(2020/05/22 10:30),
용역,20200525163-00,긴급,국립항공박물관 접근교통체계 및  항공산업 연계 발전방향 수립 연구,조달청 서울지방조달청,국립항공박물관,수의(총액),2020/05/20 16:31(2020/05/28 15:00),
용역,20200525214-00,긴급,제2차 택시운송사업 발전 기본계획 수립 연구,국토교통부,국토교통부,일반(총액)협상에의한계약,2020/05/20 16:30(2020/05/26 10:00),
용역,20200522404-01,취소,(취소)2020년 O2O서비스시장조사 용역,조달청 충북지방조달청,정보통신산업진흥원,제한(총액)협상에의한계약,2020/05/20 16:30(2020/06/02 10:00),
용역,20200525119-00,일반,2020년 전남글로벌게임센터 수요맞춤 인력 양성사업 운영 대행 용역,재단법인전라남도정보문화산업진흥원,재단법인전라남도정보문화산업진흥원,제한(총액)협상에의한계약,2020/05/20 16:28(2020/06/02 10:00),
용역,20200525189-00,일반,용역 집행계획 및 사업수행능력평가서 제출 안내 공고 -스마트자가통신망 구축 감리용역,인천광역시,인천광역시,일반경쟁,2020/05/20 16:28(-),
용역,20200524893-01,취소,울릉군 도동2리 까끼등 급경사지 붕괴위험지역 정비사업 기본 및 실시설계 용역(PQ),경상북도 울릉군,경상북도 울릉군,일반경쟁,2020/05/20 16:28(-),
용역,20200518792-00,일반,지곡초 화장실 개선공사 설계용역 공고,경기도용인교육청 지곡초등학교,경기도용인교육청 지곡초등학교,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:28(2020/05/27 10:00),
용역,20200524789-00,일반,수치예보모델 강수정량예보 개선(VI),조달청 서울지방조달청,기상청 수치모델링센터,수의(총액),2020/05/20 16:27(2020/05/22 15:00),
용역,E012004595-00,일반,2020년 비아지50L3-L161 AITC신설케이블 VLF내전압PD 진단용역,한국전력공사,재무자재부,제한(총액),2020/05/20 16:26(2020/05/28 10:00),
용역,20200525182-00,긴급,항공운항표준(Flight Standards) 분야 제도개선 방안 연구,국토교통부,국토교통부,일반(총액)협상에의한계약,2020/05/20 16:24(2020/05/26 10:00),
용역,E012004603-00,일반,2020년 제주본부 고압아파트 수전설비 열화상진단 용역,한국전력공사,경영지원부,제한(총액),2020/05/20 16:23(2020/05/28 10:00),
용역,20200523085-00,일반,외교부 본부-재외공관간 온라인 화상교육시스템 구축 ISP 수립,조달청 서울지방조달청,외교부 국립외교원,제한(총액)협상에의한계약,2020/05/20 16:23(2020/06/02 10:00),
용역,20200525178-00,긴급,충주시 수도시설 개선 및 상수도 공급확대사업 기본 및 실시설계용역(PQ 제출 안내),충청북도 충주시,충청북도 충주시,일반경쟁,2020/05/20 16:22(-),
용역,20200522527-01,취소,경찰대학 데이터 분석기술 클러스터링 서비스구축(하드웨어) 입찰공고,조달청 대전지방조달청,경찰청 경찰대학,제한(총액)협상에의한계약,2020/05/20 16:21(2020/06/02 10:00),
용역,20200516344-01,취소,2020년 우리마을가게 상권분석서비스 고도화,조달청 서울지방조달청,서울신용보증재단,제한(총액)협상에의한계약,2020/05/20 16:20(2020/05/29 10:00),
용역,E092000100-00,일반,태안화력 수폐수처리설비 성능개선 설계기술용역 손해배상보험(공제),한국전력기술(주),외주계약팀,제한(총액),2020/05/20 16:19(2020/06/17 12:00),
용역,20200523874-00,긴급,춘천시 수도정비 기본계획(변경) 수립 및 상수도관망 기술진단 용역,강원도 춘천시 상하수도사업본부,강원도 춘천시 상하수도사업본부,지명경쟁,2020/05/20 16:18(2020/05/26 10:00),
용역,20200525172-00,일반,2020년 거제시 도시재생대학(5기) 운영 용역,경상남도 거제시,경상남도 거제시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:15(2020/05/27 10:00),
용역,20200525166-00,일반,2020년 드론 안전 및 활성화 지원사업 법률자문,항공안전기술원,항공안전기술원,제한(총액)협상에의한계약,2020/05/20 16:15(2020/06/03 10:00),
용역,20200525160-00,긴급,항공종사자 응시경력 개선 방안 연구,국토교통부,국토교통부,일반(총액)협상에의한계약,2020/05/20 16:13(2020/06/01 10:00),
용역,B5202001635-00,일반,댐 인공습지 개선 기본계획 및 시범개선 실시설계 용역,한국수자원공사,한국수자원공사 재무관리처,일반경쟁,2020/05/20 16:10(2020/05/27 14:00),
용역,20200525141-00,긴급,올림픽공원 일대 도시계획시설 세부시설 조성계획 수립 및 건축기획 용역,한국스포츠정책과학원,한국스포츠정책과학원,일반(총액)협상에의한계약,2020/05/20 16:09(2020/06/02 11:00),
용역,20200524894-00,일반,2020년 지하도상가 내진성능 정밀평가 용역,서울시설공단,서울시설공단,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:09(2020/05/27 12:00),
용역,20200525116-01,변경,성북동 29번지일대 관리형주거환경개선사업 정비계획수립용역,서울특별시 성북구,서울특별시 성북구,일반(총액)협상에의한계약,2020/05/20 16:08(-),
용역,20200506819-01,변경,2020년도 국가교육정책분야 원격연수 콘텐츠 개발(2주제),조달청 대구지방조달청,한국교육학술정보원,일반(총액)협상에의한계약,2020/05/20 16:07(2020/06/23 10:00),
용역,20200525149-00,일반,안동대마(Hemp)활용제품 상용화를 위한 연구용역,경상북도 안동시,경상북도 안동시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 16:07(2020/05/26 12:00),
용역,20200525148-00,일반,대기관측망 관제시스템 구축 및 운영프로그램 개발,재단법인 충남연구원,재단법인 충남연구원,제한(총액)협상에의한계약,2020/05/20 16:07(-),
용역,20200513628-05,취소,2020년 민간해양구조대원 단체상해보험,(사)한국해양구조협회,(사)한국해양구조협회,일반(총액),2020/05/20 16:06(2020/05/20 17:00),
용역,20200525125-00,일반,제2020-06호 경희대학교의료원 통합 구매/물류 대행사 선정 입찰,강동경희대학교병원,서울 경희의료원,일반(총액)협상에의한계약,2020/05/20 16:05(-),
용역,20200525143-00,일반,화력발전소 주변지역 기후환경 정보 및 모델링 연구,재단법인 충남연구원,재단법인 충남연구원,제한(총액)협상에의한계약,2020/05/20 16:04(-),
용역,20200525134-00,일반,공단 현장사업부서 작업환경측정 용역,한국교통안전공단,한국교통안전공단,제한(총액),2020/05/20 16:04(2020/05/25 12:00),
용역,20200524386-00,일반,포항시 스마트공간정보시스템 구축,조달청 대구지방조달청,경상북도 포항시,제한(총액)협상에의한계약,2020/05/20 16:04(2020/06/02 10:00),
용역,20200522461-00,긴급,지자체 보안취약점 진단 공통기반시스템 구축,조달청 서울지방조달청,한국지역정보개발원,제한(총액)협상에의한계약,2020/05/20 16:04(2020/06/10 10:00),
용역,20200517309-01,취소,국립세종수목원 홈페이지 구축 용역,조달청 대구지방조달청,한국수목원관리원,제한(총액)협상에의한계약,2020/05/20 16:02(2020/05/28 10:00),
용역,20200525133-00,일반,(입찰공고) 산업 및 인력환경 변화에 따른 산업인재 육성방안,한국산업기술진흥원,한국산업기술진흥원,제한(총액)협상에의한계약,2020/05/20 16:02(2020/06/01 11:00),
용역,20200510454-00,일반,양구문화관광 홈페이지 전면개편 구축용역,조달청 강원지방조달청,강원도 양구군,제한(총액)협상에의한계약,2020/05/20 16:01(2020/06/02 10:00),
용역,20200436080-01,취소,중소벤처기업지원 성과향상을 위한 경영성과 및 구조개선 진단모듈 개발 연구용역,중소벤처기업진흥공단,중소벤처기업진흥공단,제한(총액)협상에의한계약,2020/05/20 16:01(2020/05/06 10:00),
용역,20200525017-00,긴급,관악산 등산로 입구 근린공원 공원조성계획 수립 용역,경기도 과천시,경기도 과천시,일반경쟁,2020/05/20 15:59(2020/05/29 10:00),
용역,20200524498-00,일반,2020년 여론집중도조사를 위한 뉴스 이용 조사,조달청 서울지방조달청,한국언론진흥재단,제한(총액)협상에의한계약,2020/05/20 15:58(2020/06/02 10:00),
용역,20200524044-00,긴급,주요 단층선 정보 수집 및 목록 작성 용역,기상청,기상청,제한(총액)협상에의한계약,2020/05/20 15:54(2020/06/02 10:00),
용역,20200523860-00,긴급,한국고용노동교육원 CI 개발 용역(고용노동연수원),조달청 서울지방조달청,한국기술교육대학교 고용노동연수원,제한(총액)협상에의한계약,2020/05/20 15:54(2020/06/04 10:00),
용역,20200525103-00,일반,외동급수구역 공급체계 개선사업(2단계) 1차분 폐기물 처리용역,경상북도 경주시 맑은물사업본부 수도행정과,경상북도 경주시 맑은물사업본부 수도행정과,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:53(2020/05/26 10:00),
용역,20200525097-00,긴급,자동차검사 전산시스템 기능개선 및 구성개편 용역,한국교통안전공단,한국교통안전공단,제한(총액)협상에의한계약,2020/05/20 15:53(2020/06/01 12:00),
용역,20200524637-00,일반,2020년 지방행정통합정보시스템 유지관리 감리용역,조달청 서울지방조달청,한국지역정보개발원,제한(총액)협상에의한계약,2020/05/20 15:52(2020/06/03 10:00),
용역,20200525095-00,일반,2020년 방역소독(연막소독) 민간대행용역 수의견적제출 공고,충청남도 아산시 배방읍,충청남도 아산시 배방읍,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:52(2020/05/26 16:00),
용역,20200525092-00,일반,2021학년도 입학전형 인터넷 원서접수 대행 용역,한국기술교육대학교,한국기술교육대학교,제한(총액)협상에의한계약,2020/05/20 15:51(2020/05/26 18:00),
용역,20200500999-00,긴급,국립생태원 4D 애니메이션 제작 사업,조달청,국립생태원,일반(총액)협상에의한계약,2020/05/20 15:50(2020/06/09 10:00),
용역,20200524354-00,일반,CCTV통합관제센터 영상표출시스템(DLP) 교체사업,조달청 인천지방조달청,경기도 군포시,제한(총액)협상에의한계약,2020/05/20 15:49(2020/06/02 10:00),
용역,20200525082-00,일반,2020년 항공기술훈련원 재산종합보험,한국공항공사 항공기술훈련원,한국공항공사 항공기술훈련원,일반(총액),2020/05/20 15:48(2020/05/26 10:00),
용역,20200525068-00,일반,폐기물 위탁관리(운반 및 처리) 용역 계약,분당서울대학교병원,분당서울대학교병원,일반(총액),2020/05/20 15:48(2020/05/28 12:00),
용역,20200524664-01,변경,"음식물처리시설 유지분 준설, 처리 용역",경상북도 김천시,경상북도 김천시,일반(총액),2020/05/20 15:48(2020/05/27 14:00),
용역,20200525055-01,취소,외동급수구역 공급체계 개선사업(2단계) 1차분 폐기물 처리용역,경상북도 경주시 맑은물사업본부 수도행정과,경상북도 경주시 맑은물사업본부 수도행정과,수의(총액),2020/05/20 15:46(2020/05/26 10:00),
용역,20200525066-00,일반,한국주택금융공사 자회사운영 효율화를 위한 연구용역,한국주택금융공사,한국주택금융공사,제한(총액)협상에의한계약,2020/05/20 15:45(2020/06/01 11:00),
용역,20200523742-00,일반,초소형 전기차 이동서비스별 교통서비스 효과 시범분석,조달청 강원지방조달청,도로교통공단,수의(총액),2020/05/20 15:44(2020/05/22 15:00),
용역,20200525072-00,일반,외동급수구역 공급체계 개선사업(2단계) 1차분 폐기물 운반용역,경상북도 경주시 맑은물사업본부 수도행정과,경상북도 경주시 맑은물사업본부 수도행정과,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:44(2020/05/26 10:00),
용역,20200523778-00,일반,보은삼산초 다목적교실 외 1기관(청사) 내진보강 설계용역 수의 견적 공고,충청북도교육청 충청북도보은교육지원청,충청북도교육청 충청북도보은교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:44(2020/05/26 10:00),
용역,20200523983-00,일반,2020년 공공데이터 개방 이행 지원 컨설팅,조달청 대구지방조달청,한국정보화진흥원,수의(총액),2020/05/20 15:44(2020/05/21 12:00),
용역,20200523879-01,취소,폐기물 위탁관리(운반 및 처리) 용역 계약,분당서울대학교병원,분당서울대학교병원,일반(총액),2020/05/20 15:42(2020/05/28 12:00),
용역,20200525051-00,긴급,항행안전감독행정의 실효성 제고방안에 관한 연구,국토교통부,국토교통부,일반(총액)협상에의한계약,2020/05/20 15:41(2020/06/01 10:00),
용역,20200525049-00,일반,2020년 교육공무직원 채용시험 인성직무능력검사 용역,대전광역시교육청,대전광역시교육청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:39(2020/05/26 10:00),
용역,20200525035-00,일반,서울공공주택 공급·관리계획 수립 학술연구용역,서울특별시,서울특별시,일반(총액)협상에의한계약,2020/05/20 15:38(2020/06/02 16:00),
용역,20200525048-00,일반,"장위, 석관지역생활권계획 실행계획 수립 용역",서울특별시 성북구,서울특별시 성북구,일반(총액)협상에의한계약,2020/05/20 15:38(-),
용역,20200525032-00,일반,목도 공공환경 개선사업 기본 및 실시설계용역,부산광역시 영도구,부산광역시 영도구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:38(2020/05/26 10:00),
용역,20200525038-00,일반,지자체 가축방역 우수사례 및 추진실적 평가,가축위생방역지원본부,가축위생방역지원본부,일반(총액)협상에의한계약,2020/05/20 15:37(2020/06/01 12:00),
용역,20200524446-00,일반,(일선용)디지털포렌식 도구 개발 및 개선,조달청 서울지방조달청,대검찰청,제한(총액)협상에의한계약,2020/05/20 15:37(2020/06/03 10:00),
용역,20200525033-00,일반,2020년 덕천유수지 준설공사 폐기물 처리용역,부산광역시 북구,부산광역시 북구,제한(총액),2020/05/20 15:37(2020/05/26 10:00),
용역,20200520006-01,변경,거창문화센터 리모델링 실시설계용역 사업수행능력 평가자료 제출안내 공고,경상남도 거창군,경상남도 거창군,일반경쟁,2020/05/20 15:36(-),
용역,20200524979-00,긴급,창작실험활동지원 결과물 후속 계발 및 유통 활성화 사업 운영 용역,한국문화예술위원회,한국문화예술위원회,일반(총액)협상에의한계약,2020/05/20 15:34(2020/05/29 15:00),
용역,20200523761-00,일반,판동초 본관교사 내진보강 설계용역 수의 견적공고,충청북도교육청 충청북도보은교육지원청,충청북도교육청 충청북도보은교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:34(2020/05/26 10:00),
용역,20200524966-00,긴급,2020년 신나는예술여행 모니터링·평가 용역,한국문화예술위원회,한국문화예술위원회,일반(총액)협상에의한계약,2020/05/20 15:33(2020/05/29 15:00),
용역,20200524941-00,긴급,2020년 공연실황 생중계 및 아카이빙 영상제작 용역,한국문화예술위원회,한국문화예술위원회,일반(총액)협상에의한계약,2020/05/20 15:31(2020/05/29 15:00),
용역,20200524817-00,긴급,함안군 통합 도시브랜드 개발 용역(협상에 의한 계약),경상남도 함안군,경상남도 함안군,일반(총액)협상에의한계약,2020/05/20 15:31(-),
용역,20200525004-00,일반,괴정천 생태하천복원사업 기본 및 실시설계용역,부산광역시,부산광역시,일반경쟁,2020/05/20 15:29(2020/05/28 10:00),
용역,20200524998-00,긴급,2020년 어번캔버스 기설치물 유지보수 용역(재공고),서울특별시 서초구,서울특별시 서초구,제한(총액)협상에의한계약,2020/05/20 15:29(2020/06/01 17:00),
용역,20200524918-00,긴급,문화다양성 보호·확산을 위한 문화기관 운영 매뉴얼 개발 연구 용역,한국문화예술위원회,한국문화예술위원회,일반(총액)협상에의한계약,2020/05/20 15:28(2020/06/19 15:00),
용역,20200524997-00,일반,인천중앙초 외 1교(연화초) 내진성능평가용역 전자입찰 공고,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청,제한경쟁,2020/05/20 15:27(2020/05/28 10:00),
